번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트,,
465,2150,도화엔지니어링,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","33,720,000","16,860,000,000",500,원(KRW),02-6323-3032,서울특별시 강남구  삼성로 438 도화타워,2318,,
466,6620,동구바이오제약,32102,의약품 제조업,"9,604,000","4,802,000,000",500,원(KRW),02-2684-5421,"서울특별시 송파구 법원로 114, B동 14층",2318,,
467,100130,동국S&C,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업","57,143,000","28,571,500,000",500,원(KRW),054-271-0542,경상북도 포항시 남구 대송로 62(장흥동),2318,,
468,5160,동국산업,32401,1차 철강 제조업,"54,244,482","54,244,482,000","1,000",원(KRW),02-316-7500,서울특별시 중구  다동길 46,2318,,
469,75970,동국알앤에스,32309,기타 비금속 광물제품 제조업,"18,400,000","18,400,000,000","1,000",원(KRW),(055)323-6589,경상남도 김해시  상동면 상동로375번길 26-29 동국내화(주),2318,,
470,1230,동국제강,32401,1차 철강 제조업,"95,432,737","589,228,035,000","5,000",원(KRW),02-317-1114,서울특별시 중구  을지로5길 19 페럼타워,2318,,
471,86450,동국제약,32102,의약품 제조업,"8,892,000","22,230,000,000","2,500",원(KRW),02-2191-9800,서울특별시 강남구  테헤란로108길 7 동국제약,2318,,
472,23450,동남합성,32001,기초 화학물질 제조업,"3,621,788","3,125,564,000",500,원(KRW),041-840-3100,충청남도 공주시 탄천면 탄천산업단지길 80-61 -,2318,,
473,4140,동방,85209,기타 운송관련 서비스업,"33,465,588","33,465,588,000","1,000",원(KRW),02-2190-8100,서울특별시 중구 남대문로 63 한진빌딩 23층,2318,,
474,99410,동방선기,33101,선박 및 보트 건조업,"13,541,002","6,770,501,000",500,원(KRW),055-545-0882,경상남도 창원시 진해구 명제로 73,2318,,
475,7590,동방아그로,32003,"비료, 농약 및 살균, 살충제 제조업","13,617,577","6,808,788,500",500,원(KRW),02-580-3600,"서울특별시 관악구  남부순환로 2028 남현동, 동방빌딩",2318,,
476,5960,동부건설,64102,토목 건설업,"20,882,484","105,541,080,000","5,000",원(KRW),02-3484-2114,서울특별시 용산구 한강대로 372 제D동,2318,,
477,281740,동부스팩5호,116601,금융 지원 서비스업,"4,840,000","484,000,000",100,원(KRW),02-369-3062,서울특별시 영등포구 국제금융로8길 32,2318,,
478,16380,동부제철,32401,1차 철강 제조업,"100,008,897","500,311,410,000","5,000",원(KRW),02-3450-8114,서울특별시 중구 한강대로 416 서울스퀘어 7층,2318,,
479,83370,동북아12호선박투자,147601,운송장비 임대업,"1,585,660","7,928,300,000","5,000",원(KRW),02-590-1400,부산광역시 사상구 사상로 461 (모라동),2318,,
480,83380,동북아13호선박투자,147601,운송장비 임대업,"1,585,660","7,928,300,000","5,000",원(KRW),02-590-1400,부산광역시 사상구 사상로 461 (모라동),2318,,
481,26960,동서,74603,음·식료품 및 담배 도매업,"99,700,000","49,850,000,000",500,원(KRW),02-701-5050,서울특별시 마포구 독막로 324 동서빌딩,2318,,
482,2210,동성제약,32102,의약품 제조업,"26,070,748","26,070,748,000","1,000",원(KRW),02-6911-3600,서울특별시 도봉구  도봉로 683  (방학동) 동성빌딩,2318,,
483,102260,동성코퍼레이션,137105,회사 본부 및 경영 컨설팅 서비스업,"45,444,970","45,444,970,000","1,000",원(KRW),02-2136-4300,부산광역시 사하구  신산로 99,2318,,
484,33500,동성화인텍,32001,기초 화학물질 제조업,"26,983,609","13,821,804,500",500,원(KRW),02-6190-8500,부산광역시 사하구 신산로 99 -,2318,,
485,5190,동성화학,32001,기초 화학물질 제조업,"5,335,564","5,531,244,000","1,000",원(KRW),051-200-4500,부산광역시 사하구  신산로 99,2318,,
486,25950,동신건설,64102,토목 건설업,"8,400,000","4,200,000,000",500,원(KRW),053 -756 -7701,경상북도 안동시  서동문로 217,2318,,
487,640,동아쏘시오홀딩스,116409,기타 금융업,"6,138,297","30,691,485,000","5,000",원(KRW),02-920-8114,서울특별시 동대문구  천호대로 64,2318,,
488,170900,동아에스티,32102,의약품 제조업,"8,443,868","42,219,340,000","5,000",원(KRW),02-920-8114,서울 동대문구 용두동 138 ~255 천호대로 64,2318,,
489,88130,동아엘텍,32902,특수 목적용 기계 제조업,"10,913,432","5,575,148,000",500,원(KRW),031-345-1500,경기도 안양시 동안구 시민대로327번길 12-24 (주)동아엘텍 빌딩,2318,,
490,28100,동아지질,64201,기반조성 및 시설물 축조관련 전문공사업,"11,500,000","5,750,000,000",500,원(KRW),051-580-5550,부산광역시 금정구  금샘로 347 동아지질,2318,,
491,282690,동아타이어,32201,고무제품 제조업,"13,733,015","6,866,507,500",500,원(KRW),055-389-0011,경상남도 양산시 유산공단11길 11,2318,,
492,41930,동아화성,32201,고무제품 제조업,"15,800,000","8,000,000,000",500,원(KRW),055)313 - 1800,경상남도 김해시  유하로 154-9,2318,,
493,1520,동양,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업","238,684,063","119,850,042,500",500,원(KRW),02-6150-7000,서울특별시 영등포구 국제금융로2길 24 -,2318,,
494,84670,동양고속,84902,육상 여객 운송업,"2,895,569","16,959,295,000","5,000",원(KRW),02-535-3111,경기도 안양시 동안구 흥안대로 67,2318,,
495,30790,동양네트웍스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","101,228,149","50,614,074,500",500,원(KRW),02-6923-0000,"서울특별시 송파구 백제고분로 69 (잠실동, 애플타워)",2318,,
496,2900,동양물산기업,32902,특수 목적용 기계 제조업,"65,388,900","32,694,450,000",500,원(KRW),02-3014-2742,서울특별시 강남구 언주로133길 7,2318,,
497,82640,동양생명,116501,보험업,"161,358,585","806,792,925,000","5,000",원(KRW),02-1577-1004,서울특별시 종로구 종로 33 (청진동),2318,,
498,60380,동양에스텍,32401,1차 철강 제조업,"10,000,000","5,000,000,000",500,원(KRW),042-221-6900,대전광역시 중구 중앙로 164번길 20(은행동) 동양빌딩 4층,2318,,
499,79960,동양이엔피,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","7,860,000","3,930,000,000",500,원(KRW),(031)236-1511,경기도 평택시 진위면 진위산단로 76,2318,,
500,8970,동양철관,32401,1차 철강 제조업,"118,885,290","59,442,645,000",500,원(KRW),02-6903-0200,충청남도 천안시 동남구  풍세면 풍세로 515 동양철관(주),2318,,
501,228340,동양파일,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업","20,000,000","10,000,000,000",500,원(KRW),02-3770-3157,충청남도 아산시 염치읍 아산온천로 16-127,2318,,
502,92780,동양피스톤,33001,자동차용 엔진 및 자동차 제조업,"13,168,460","6,584,230,000",500,원(KRW),031-489-9000,경기도 안산시 단원구 해봉로255번길 16,2318,,
503,104460,동양피엔에프,32901,일반 목적용 기계 제조업,"10,713,625","5,356,812,500",500,원(KRW),02-2106-8000,"서울특별시 금천구  가산디지털1로 88 IT프리미어타워 17층, 18층",2318,,
504,88910,동우팜투테이블,31001,"도축, 육류 가공 및 저장 처리업","25,831,764","12,915,882,000",500,원(KRW),063-450-2000,전라북도 군산시  서수면 동군산로 1095 주식회사 동우,2318,,
505,94170,동운아나텍,32601,반도체 제조업,"14,295,674","7,344,020,000",500,원(KRW),02-3465-8765,"서울특별시 서초구 남부순환로 2351, 아리랑타워 9층",2318,,
506,49770,동원F&B,31007,기타 식품 제조업,"3,859,124","19,295,620,000","5,000",원(KRW),02-589-3000-1,서울특별시 서초구  마방로 68 (양재동) 동원산업빌딩,2318,,
507,13120,동원개발,64101,건물 건설업,"90,808,100","45,404,050,000",500,원(KRW),051 -645 -3113,"부산광역시 수영구 수영로 754 동원빌딩 (민락동,센텀비스타동원)",2318,,
508,18500,동원금속,33003,자동차 신품 부품 제조업,"46,754,933","23,377,466,500",500,원(KRW),053-859-2311,경상북도 경산시  진량읍 북리1길  69,2318,,
509,6040,동원산업,10301,어로 어업,"3,677,641","18,388,205,000","5,000",원(KRW),02-589-3333,서울특별시 서초구 마방로 68 (양재동),2318,,
510,30720,동원수산,10301,어로 어업,"4,653,805","23,269,025,000","5,000",원(KRW),02-528-8000,서울특별시 강남구  테헤란로8길 8 동주빌딩 6층,2318,,
511,14820,동원시스템즈,32202,플라스틱제품 제조업,"25,618,511","129,419,345,000","5,000",원(KRW),02-589-4700,"경기도 성남시 중원구 갈마치로 302 에이-607호(상대원동, 성남우림라이온스밸리5차)",2318,,
512,163560,동일고무벨트,32201,고무제품 제조업,"13,350,000","6,675,000,000",500,원(KRW),051-520-9114,부산광역시 금정구 공단동로55번길 28,2318,,
513,109860,동일금속,32403,금속 주조업,"7,000,000","3,500,000,000",500,원(KRW),054-333-5501,경북 영천시 금호읍 덕성리 327,2318,,
514,32960,동일기연,32602,전자부품 제조업,"3,284,246","4,892,123,000",500,원(KRW),031 -356 -7114,경기도 화성시  남양로930번길 28 동일기연,2318,,
515,4890,동일산업,32401,1차 철강 제조업,"2,425,215","12,126,075,000","5,000",원(KRW),054-288-7500,경상북도 포항시 남구  괴동로 112 (장흥동) 동일산업(주),2318,,
516,2690,동일제강,32401,1차 철강 제조업,"15,000,000","7,500,000,000",500,원(KRW),031-677-1234,경기도 안성시 미양면 안성맞춤대로 474-40,2318,,
517,23790,동일철강,32401,1차 철강 제조업,"7,345,085","3,672,542,500",500,원(KRW),051 -316 -5341,부산 북구 학장동 716-1,2318,,
518,5290,동진쎄미켐,32001,기초 화학물질 제조업,"51,414,494","25,707,247,000",500,원(KRW),02-325-9451,인천광역시 서구  백범로 644,2318,,
519,25900,동화기업,31602,나무제품 제조업,"20,198,382","10,599,191,000",500,원(KRW),02-2122-0651,인천광역시 서구 가정로97번길 28(가좌동),2318,,
520,20,동화약품,32102,의약품 제조업,"27,931,470","27,931,470,000","1,000",원(KRW),02-2021-9300,서울특별시 중구 남대문로9길 24 패스트파이브타워 6~8층(다동),2318,,
521,150,두산,137105,회사 본부 및 경영 컨설팅 서비스업,"16,523,835","123,738,105,000","5,000",원(KRW),02-3398-0114,서울특별시 중구  장충단로 275 두산타원,2318,,
522,11160,두산건설,64101,건물 건설업,"329,897,110","174,948,555,000",500,원(KRW),02-510-3114,서울특별시 강남구  언주로 726(논현동),2318,,
523,241560,두산밥캣,32901,일반 목적용 기계 제조업,"100,249,166","50,124,583,000",500,원(KRW),02-3398-0993,서울특별시 중구 장충단로 275,2318,,
524,336370,두산솔루스,32602,전자부품 제조업,"30,457,400","3,946,985,000",100,원(KRW),,전라북도 익산시 석암로11길 11,2318,,
525,42670,두산인프라코어,32902,특수 목적용 기계 제조업,"208,161,279","1,040,806,395,000","5,000",원(KRW),032-211-1114,인천광역시 동구  인중로 489(화수동),2318,,
526,34020,두산중공업,32901,일반 목적용 기계 제조업,"202,146,875","1,010,734,375,000","5,000",원(KRW),055-278-6114,경상남도 창원시 성산구  두산볼보로 22 두산중공업 주식회사,2318,,
527,336260,두산퓨얼셀,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","55,255,950","7,160,645,000",100,원(KRW),02-3398-3808,전라북도 익산시 서동로 627,2318,,
528,16740,두올,33003,자동차 신품 부품 제조업,"27,066,680","67,666,700,000","2,500",원(KRW),02-6922-7132,서울특별시 강남구 영동대로96길 20 대화빌딩 2층,2318,,
529,78590,두올산업,33003,자동차 신품 부품 제조업,"52,788,687","10,557,737,400",200,원(KRW),02-6925-2176,경남 밀양시 산내면 가인리 364번지,2318,,
530,270020,두원석재,32309,기타 비금속 광물제품 제조업,"3,112,607","1,556,303,500",500,원(KRW),033-761-8361,강원도 원주시 귀래면 귀래리 317 주식회사 두원석재,2318,,
531,73190,듀오백,33201,가구 제조업,"11,968,040","5,984,020,000",500,원(KRW),032-816-4814,인천 서구 가좌동 543-2,2318,,
532,176750,듀켐바이오,32102,의약품 제조업,"8,858,687","4,429,343,500",500,원(KRW),23324868,서울특별시 서대문구 경기대로 47진양빌딩 4층 동관,2318,,
533,30350,드래곤플라이,105802,소프트웨어 개발 및 공급업,"16,008,491","8,004,245,500",500,원(KRW),02-522-9393,서울특별시 서초구 서초중앙로22길 80 (서초동),2318,,
534,203650,드림시큐리티,105802,소프트웨어 개발 및 공급업,"35,805,754","3,580,575,400",100,원(KRW),02-2233-5533,"서울특별시 송파구 중대로8길 8 3층, 5층, 6층, 7층 (문정동, 서경빌딩)",2318,,
535,60570,드림어스컴퍼니,74607,기타 전문 도매업,"56,291,380","28,145,690,000",500,원(KRW),(02)3019-1700,서울특별시 서초구  방배로18길 5 BH빌딩,2318,,
536,192650,드림텍,32602,전자부품 제조업,"61,025,127","6,102,512,700",100,원(KRW),031-620-1500,경기도 성남시 분당구 황새울로 314,2318,,
537,220110,드림티엔터테인먼트,137309,"그외 기타 전문, 과학 및 기술 서비스업","10,664,262","2,132,852,400",200,원(KRW),02-3452-2525,"서울특별시 송파구 법원로 114 B동 511호(문정동,엠스테이트)",2318,,
538,217620,디딤,95601,음식점업,"37,001,905","3,700,190,500",100,원(KRW),032-819-6870,인천광역시 남동구 논현로46번길 39-24 -,2318,,
539,187870,디바이스이엔지,32902,특수 목적용 기계 제조업,"6,782,000","3,391,000,000",500,원(KRW),041-629-5200,충청남도 아산시 음봉면 음봉로 169,2318,,
540,66670,디스플레이텍,32602,전자부품 제조업,"18,691,918","9,345,959,000",500,원(KRW),070-7015-3811,경기도 안성시  공단1로 10 (주)디스플레이테크,2318,,
541,24090,디씨엠,32401,1차 철강 제조업,"11,700,000","6,000,000,000",500,원(KRW),055-366-9991,경상남도 양산시  웅상농공단지길 55,2318,,
542,3160,디아이,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","31,496,785","17,248,392,500",500,원(KRW),02-546-5501,서울특별시 강남구  논현로 703,2318,,
543,1530,디아이동일,74601,상품 중개업,"2,421,420","12,107,100,000","5,000",원(KRW),02-2222-3071,서울특별시 강남구  테헤란로 516 정헌빌딩 8층,2318,,
544,92200,디아이씨,33003,자동차 신품 부품 제조업,"38,888,569","19,444,284,500",500,원(KRW),052-255-0500,울산광역시 울주군  두동면 봉계농공길 8,2318,,
545,110990,디아이티,32902,특수 목적용 기계 제조업,"18,900,000","1,890,000,000",100,원(KRW),031-831-7000,경기도 화성시 정남면 가장로 355-50,2318,,
546,263690,디알젬,32701,의료용 기기 제조업,"11,325,610","5,662,805,000",500,원(KRW),02-869-8566,경기도 광명시 하안로 60 광명테크노파크 E동 7층 &nbsp;,2318,,
547,214680,디알텍,32701,의료용 기기 제조업,"48,975,822","4,897,582,200",100,원(KRW),031-779-7400,경기도 성남시 중원구 둔촌대로541번길 29 상대원동 3층,2318,,
548,263720,디앤씨미디어,105801,"서적, 잡지 및 기타 인쇄물 출판업","12,041,343","6,020,671,500",500,원(KRW),02-333-2513,"서울특별시 구로구 디지털로26길 111, 503호(구로동, 제이앤케이디지털타워)",2318,,
549,109740,디에스케이,32902,특수 목적용 기계 제조업,"20,354,763","10,177,381,500",500,원(KRW),031-416-9100,경기도 안산시 상록구  안산테콤1길 21,2318,,
550,33430,디에스티,32902,특수 목적용 기계 제조업,"56,005,025","5,600,502,500",100,원(KRW),031-997-6181,경상남도 창원시 마산회원구 봉암공단9길 26 3층,2318,,
551,131030,디에이치피코리아,32102,의약품 제조업,"16,564,797","8,282,398,500",500,원(KRW),02-2027-0078,충청북도 청원군 오송읍 오송생명6로 50 (지번주소 : 충청북도 청원군 오송읍 만수리 491),2318,,
552,196490,디에이테크놀로지,32902,특수 목적용 기계 제조업,"52,518,758","26,259,379,000",500,원(KRW),031-369-8813,경기도 화성시 비봉면 쌍학길 15 (쌍학리 250-2),2318,,
